TAB NAME: Sri_Lanka_Hospitals_2026_Canonical_1206.csv>
index,hospitalId,sourceRow,Province,RDHS Division,category,categoryFullName,name,Authority,Remarks
0,MOH2026-0001,1,Western Province,RDHS Colombo,NH,National Hospital,NHSL,Line Ministry,
1,MOH2026-0002,2,Western Province,RDHS Colombo,TH,Teaching Hospital,Colombo South TH,Line Ministry,
2,MOH2026-0003,3,Western Province,RDHS Colombo,Special TH,Specialized Teaching Hospital,Lady Ridgeway Hospital,Line Ministry,
3,MOH2026-0004,4,Western Province,RDHS Colombo,Special TH,Specialized Teaching Hospital,De Soysa Maternity Hospital,Line Ministry,
4,MOH2026-0005,5,Western Province,RDHS Colombo,Special TH,Specialized Teaching Hospital,Castle Street Hospital for Women,Line Ministry,
5,MOH2026-0006,6,Western Province,RDHS Colombo,Special TH,Specialized Teaching Hospital,National Dental Hospital,Line Ministry,
6,MOH2026-0007,7,Western Province,RDHS Colombo,Special,Other Specialized Hospital,National Institute for Nephrology Dialysis & Transplantation - Maligawatte,Line Ministry,
7,MOH2026-0008,8,Western Province,RDHS Colombo,Special,Other Specialized Hospital,National Eye Hospital,Line Ministry,
8,MOH2026-0009,9,Western Province,RDHS Colombo,Special,Other Specialized Hospital,National Institute of Infectious Diseases,Line Ministry,
9,MOH2026-0010,10,Western Province,RDHS Colombo,Special,Other Specialized Hospital,"Apeksha Hospital, Maharagama",Line Ministry,
10,MOH2026-0011,11,Western Province,RDHS Colombo,Special,Other Specialized Hospital,National Institute of Mental Health,Line Ministry,
11,MOH2026-0012,12,Western Province,RDHS Colombo,Board Managed Hospital,Board Managed Hospital,Sri Jayawardanapura General Hospital,Line Ministry,
12,MOH2026-0013,13,Western Province,RDHS Colombo,DGH,District General Hospital,DGH Avissawella,Provincial Ministry,
13,MOH2026-0014,14,Western Province,RDHS Colombo,BHA,Base Hospital Type - A,"Colombo East Base Hospital, Mullariyawa",Line Ministry,
14,MOH2026-0015,15,Western Province,RDHS Colombo,BHA,Base Hospital Type - A,BHA Homagama,Provincial Ministry,
15,MOH2026-0016,16,Western Province,RDHS Colombo,DHA,Divisional Hospital Type - A,DHA Moratuwa,Provincial Ministry,
16,MOH2026-0017,17,Western Province,RDHS Colombo,DHA,Divisional Hospital Type - A,DHA Wethara,Provincial Ministry,
17,MOH2026-0018,18,Western Province,RDHS Colombo,DHB,Divisional Hospital Type - B,DHB Maligawatta,Provincial Ministry,
18,MOH2026-0019,19,Western Province,RDHS Colombo,DHB,Divisional Hospital Type - B,DHB Nawagamuwa,Provincial Ministry,
19,MOH2026-0020,20,Western Province,RDHS Colombo,DHB,Divisional Hospital Type - B,DHB Padukka,Provincial Ministry,
20,MOH2026-0021,21,Western Province,RDHS Colombo,DHB,Divisional Hospital Type - B,DHB Piliyandala,Provincial Ministry,
21,MOH2026-0022,22,Western Province,RDHS Colombo,DHB,Divisional Hospital Type - B,DHB Thalangama,Provincial Ministry,
22,MOH2026-0023,23,Western Province,RDHS Colombo,DHC,Divisional Hospital Type - C,DHC Athurugiriya,Provincial Ministry,
23,MOH2026-0024,24,Western Province,RDHS Colombo,DHC,Divisional Hospital Type - C,DHC Kosgama,Provincial Ministry,
24,MOH2026-0025,25,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Angoda,Provincial Ministry,
25,MOH2026-0026,26,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Angampitiya (Ethul Kotte),Provincial Ministry,
26,MOH2026-0027,27,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Boralesgamuwa,Provincial Ministry,
27,MOH2026-0028,28,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Brahmanagama,Provincial Ministry,
28,MOH2026-0029,29,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Dedigamuwa,Provincial Ministry,
29,MOH2026-0030,30,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Dematagoda,Provincial Ministry,
30,MOH2026-0031,31,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Folk Art Centre,Provincial Ministry,
31,MOH2026-0032,32,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Gangodawila (Delkanda),Provincial Ministry,
32,MOH2026-0033,33,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Hanwella,Provincial Ministry,
33,MOH2026-0034,34,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Kaduwela,Provincial Ministry,
34,MOH2026-0035,35,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Kesbewa (SOS Village),Provincial Ministry,
35,MOH2026-0036,36,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Kolonnawa,Provincial Ministry,
36,MOH2026-0037,37,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Koralawella,Provincial Ministry,
37,MOH2026-0038,38,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Madiwela,Provincial Ministry,
38,MOH2026-0039,39,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Meegoda,Provincial Ministry,
39,MOH2026-0040,40,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Mirihana,Provincial Ministry,
40,MOH2026-0041,41,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Nugegoda,Provincial Ministry,
41,MOH2026-0042,42,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Obeysekarapura,Provincial Ministry,
42,MOH2026-0043,43,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Pannipitiya,Provincial Ministry,
43,MOH2026-0044,44,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Pinnawala,Provincial Ministry,
44,MOH2026-0045,45,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Ratmalana,Provincial Ministry,
45,MOH2026-0046,46,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Ratmalana (Railway),Provincial Ministry,
46,MOH2026-0047,47,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Rukmalgama,Provincial Ministry,
47,MOH2026-0048,48,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Sedawatta,Provincial Ministry,
48,MOH2026-0049,49,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Thummodara,Provincial Ministry,
49,MOH2026-0050,50,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Waga,Provincial Ministry,
50,MOH2026-0051,51,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Wellampitiya,Provincial Ministry,
51,MOH2026-0052,52,Western Province,RDHS Colombo,PMCU,Primary Medical Care Unit,PMCU Weragala,Provincial Ministry,
52,MOH2026-0053,53,Western Province,RDHS Gampaha,TH,Teaching Hospital,Colombo North TH,Line Ministry,
53,MOH2026-0054,54,Western Province,RDHS Gampaha,Special,Other Specialized Hospital,"National Hospital for Respiratory Diseases, Welisara",Line Ministry,
54,MOH2026-0055,55,Western Province,RDHS Gampaha,Special,Other Specialized Hospital,Rehabilitation Hospital Ragama,Line Ministry,
55,MOH2026-0056,56,Western Province,RDHS Gampaha,Special,Other Specialized Hospital,Leprosy Hospital - Hendala,Line Ministry,
56,MOH2026-0057,57,Western Province,RDHS Gampaha,Board Managed Hospital,Board Managed Hospital,"Wijaya Kumaratunga Memorial Hospital, Seeduwa",Line Ministry,
57,MOH2026-0058,58,Western Province,RDHS Gampaha,DGH,District General Hospital,DGH Negambo,Line Ministry,
58,MOH2026-0059,59,Western Province,RDHS Gampaha,DGH,District General Hospital,DGH Gampaha,Provincial Ministry,
59,MOH2026-0060,60,Western Province,RDHS Gampaha,BHA,Base Hospital Type - A,BHA Wathupitiwala,Provincial Ministry,
60,MOH2026-0061,61,Western Province,RDHS Gampaha,BHB,Base Hospital Type - B,BHB Kiribathgoda,Provincial Ministry,
61,MOH2026-0062,62,Western Province,RDHS Gampaha,BHB,Base Hospital Type - B,BHB Meerigama,Provincial Ministry,
62,MOH2026-0063,63,Western Province,RDHS Gampaha,BHB,Base Hospital Type - B,BHB Minuwangoda,Provincial Ministry,
63,MOH2026-0064,64,Western Province,RDHS Gampaha,DHA,Divisional Hospital Type - A,DHA Kandana,Line Ministry,
64,MOH2026-0065,65,Western Province,RDHS Gampaha,DHA,Divisional Hospital Type - A,DHA Divulapitiya,Provincial Ministry,
65,MOH2026-0066,66,Western Province,RDHS Gampaha,DHA,Divisional Hospital Type - A,DHA Dompe,Provincial Ministry,
66,MOH2026-0067,67,Western Province,RDHS Gampaha,DHB,Divisional Hospital Type - B,DHB Radawana,Provincial Ministry,
67,MOH2026-0068,68,Western Province,RDHS Gampaha,DHC,Divisional Hospital Type - C,DHC Akaragama,Provincial Ministry,
68,MOH2026-0069,69,Western Province,RDHS Gampaha,DHC,Divisional Hospital Type - C,DHC Biyagama,Provincial Ministry,
69,MOH2026-0070,70,Western Province,RDHS Gampaha,DHC,Divisional Hospital Type - C,DHC Bokalagama,Provincial Ministry,
70,MOH2026-0071,71,Western Province,RDHS Gampaha,DHC,Divisional Hospital Type - C,DHC Ja-Ela,Provincial Ministry,
71,MOH2026-0072,72,Western Province,RDHS Gampaha,DHC,Divisional Hospital Type - C,DHC Malwathuhiripitiya,Provincial Ministry,
72,MOH2026-0073,73,Western Province,RDHS Gampaha,DHC,Divisional Hospital Type - C,DHC Pamunugama,Provincial Ministry,
73,MOH2026-0074,74,Western Province,RDHS Gampaha,DHC,Divisional Hospital Type - C,DHC Udupila,Provincial Ministry,
74,MOH2026-0075,75,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Alawala,Provincial Ministry,
75,MOH2026-0076,76,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Ambepussa,Provincial Ministry,
76,MOH2026-0077,77,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Andiambalama,Provincial Ministry,
77,MOH2026-0078,78,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Anuragoda,Provincial Ministry,
78,MOH2026-0079,79,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Badalgama,Provincial Ministry,
79,MOH2026-0080,80,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Bemmulla,Provincial Ministry,
80,MOH2026-0081,81,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Devalapola,Provincial Ministry,
81,MOH2026-0082,82,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Dunagaha,Provincial Ministry,
82,MOH2026-0083,83,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Ganemulla,Provincial Ministry,
83,MOH2026-0084,84,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Halpe – Katana,Provincial Ministry,
84,MOH2026-0085,85,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Halpe – Mirigama,Provincial Ministry,
85,MOH2026-0086,86,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Hendala,Provincial Ministry,
86,MOH2026-0087,87,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Hunupitiya,Provincial Ministry,
87,MOH2026-0088,88,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Kadawatha,Provincial Ministry,
88,MOH2026-0089,89,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Kal – eliya,Provincial Ministry,
89,MOH2026-0090,90,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Kalagedihena,Provincial Ministry,
90,MOH2026-0091,91,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Kandawala - Katana,Provincial Ministry,
91,MOH2026-0092,92,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Katunayaka,Provincial Ministry,
92,MOH2026-0093,93,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Kochchikade,Provincial Ministry,
93,MOH2026-0094,94,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Korasa,Provincial Ministry,
94,MOH2026-0095,95,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Kotadeniyawa,Provincial Ministry,
95,MOH2026-0096,96,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Madelgamuwa,Provincial Ministry,
96,MOH2026-0097,97,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Maladeniya,Provincial Ministry,
97,MOH2026-0098,98,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Mandawala,Provincial Ministry,
98,MOH2026-0099,99,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Maligatenna,Provincial Ministry,
99,MOH2026-0100,100,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Malwana,Provincial Ministry,
100,MOH2026-0101,101,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Madawala,Provincial Ministry,
101,MOH2026-0102,102,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Meethirigala,Provincial Ministry,
102,MOH2026-0103,103,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Muddaragama,Provincial Ministry,
103,MOH2026-0104,104,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Nambuluwa,Provincial Ministry,
104,MOH2026-0105,105,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Pallewela,Provincial Ministry,
105,MOH2026-0106,106,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Pasyala,Provincial Ministry,
106,MOH2026-0107,107,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Peliyagoda,Provincial Ministry,
107,MOH2026-0108,108,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Pugoda,Provincial Ministry,
108,MOH2026-0109,109,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Raddolugama,Provincial Ministry,
109,MOH2026-0110,110,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Rukmale,Provincial Ministry,Not Functioning
110,MOH2026-0111,111,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Seeduwa,Provincial Ministry,
111,MOH2026-0112,112,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Sinharamulla,Provincial Ministry,
112,MOH2026-0113,113,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Thalahena,Provincial Ministry,
113,MOH2026-0114,114,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Thihariya,Provincial Ministry,
114,MOH2026-0115,115,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Urapola,Provincial Ministry,
115,MOH2026-0116,116,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Uswetakeiyawa,Provincial Ministry,
116,MOH2026-0117,117,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Veyangoda,Provincial Ministry,
117,MOH2026-0118,118,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Wekada,Provincial Ministry,
118,MOH2026-0119,119,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Weliweriya,Provincial Ministry,
119,MOH2026-0120,120,Western Province,RDHS Gampaha,PMCU,Primary Medical Care Unit,PMCU Wewaldeniya,Provincial Ministry,
120,MOH2026-0121,121,Western Province,RDHS Kalutara,TH,Teaching Hospital,TH Kalutara,Line Ministry,
121,MOH2026-0122,122,Western Province,RDHS Kalutara,Special,Other Specialized Hospital,Kethumathie Women's Hospital,Provincial Ministry,
122,MOH2026-0123,123,Western Province,RDHS Kalutara,DGH,District General Hospital,DGH Horana,Provincial Ministry,
123,MOH2026-0124,124,Western Province,RDHS Kalutara,BHA,Base Hospital Type - A,BHA Panadura,Provincial Ministry,
124,MOH2026-0125,125,Western Province,RDHS Kalutara,BHB,Base Hospital Type - B,BHB Beruwala,Line Ministry,
125,MOH2026-0126,126,Western Province,RDHS Kalutara,BHB,Base Hospital Type - B,BHB Pimbura,Provincial Ministry,
126,MOH2026-0127,127,Western Province,RDHS Kalutara,DHA,Divisional Hospital Type - A,DHA Ingiriya,Provincial Ministry,
127,MOH2026-0128,128,Western Province,RDHS Kalutara,DHA,Divisional Hospital Type - A,DHA Mathugama,Provincial Ministry,
128,MOH2026-0129,129,Western Province,RDHS Kalutara,DHB,Divisional Hospital Type - B,DHB Dharga Town,Line Ministry,
129,MOH2026-0130,130,Western Province,RDHS Kalutara,DHB,Divisional Hospital Type - B,DHB Baduraliya,Provincial Ministry,
130,MOH2026-0131,131,Western Province,RDHS Kalutara,DHB,Divisional Hospital Type - B,DHB Bandaragama,Provincial Ministry,
131,MOH2026-0132,132,Western Province,RDHS Kalutara,DHB,Divisional Hospital Type - B,DHB Bulathsinhala,Provincial Ministry,
132,MOH2026-0133,133,Western Province,RDHS Kalutara,DHB,Divisional Hospital Type - B,DHB Galpatha,Provincial Ministry,
133,MOH2026-0134,134,Western Province,RDHS Kalutara,DHB,Divisional Hospital Type - B,DHB Ittepana,Provincial Ministry,
134,MOH2026-0135,135,Western Province,RDHS Kalutara,DHB,Divisional Hospital Type - B,DHB Katugahahena,Provincial Ministry,
135,MOH2026-0136,136,Western Province,RDHS Kalutara,DHB,Divisional Hospital Type - B,DHB Meegahathenna,Provincial Ministry,
136,MOH2026-0137,137,Western Province,RDHS Kalutara,DHC,Divisional Hospital Type - C,DHC Aluthgama,Line Ministry,
137,MOH2026-0138,138,Western Province,RDHS Kalutara,DHC,Divisional Hospital Type - C,DHC Dodangoda,Provincial Ministry,
138,MOH2026-0139,139,Western Province,RDHS Kalutara,DHC,Divisional Hospital Type - C,DHC Geekiyanakanda,Provincial Ministry,Function as PMCU
139,MOH2026-0140,140,Western Province,RDHS Kalutara,DHC,Divisional Hospital Type - C,DHC Gonaduwa,Provincial Ministry,
140,MOH2026-0141,141,Western Province,RDHS Kalutara,DHC,Divisional Hospital Type - C,DHC Halthota,Provincial Ministry,
141,MOH2026-0142,142,Western Province,RDHS Kalutara,DHC,Divisional Hospital Type - C,DHC Neboda,Provincial Ministry,
142,MOH2026-0143,143,Western Province,RDHS Kalutara,DHC,Divisional Hospital Type - C,DHC Newchatal,Provincial Ministry,Function as PMCU
143,MOH2026-0144,144,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Bandanagoda,Line Ministry,
144,MOH2026-0145,145,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Dediyawala,Line Ministry,
145,MOH2026-0146,146,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Halkandawila,Line Ministry,
146,MOH2026-0147,147,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Katukurunda,Line Ministry,
147,MOH2026-0148,148,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Kalutara Kachcheriya,Line Ministry,
148,MOH2026-0149,149,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Kalutara South,Line Ministry,
149,MOH2026-0150,150,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Koholana,Line Ministry,
150,MOH2026-0151,151,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Mahagammeddha,Line Ministry,
151,MOH2026-0152,152,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Mahaheenatiyagala,Line Ministry,
152,MOH2026-0153,153,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Remunagoda,Line Ministry,
153,MOH2026-0154,154,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Rosawatta,Line Ministry,
154,MOH2026-0155,155,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Bellana,Provincial Ministry,
155,MOH2026-0156,156,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Horawela,Provincial Ministry,
156,MOH2026-0157,157,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Keselwatta,Provincial Ministry,
157,MOH2026-0158,158,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Molkawa,Provincial Ministry,
158,MOH2026-0159,159,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Panapitiya,Provincial Ministry,
159,MOH2026-0160,160,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Theeniyawela,Provincial Ministry,
160,MOH2026-0161,161,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Wadduwa,Provincial Ministry,
161,MOH2026-0162,162,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Warakagoda,Provincial Ministry,
162,MOH2026-0163,163,Western Province,RDHS Kalutara,PMCU,Primary Medical Care Unit,PMCU Yattapatha,Provincial Ministry,
163,MOH2026-0165,165,Central Province,RDHS Kandy,NH,National Hospital,NH Kandy,Line Ministry,
164,MOH2026-0166,166,Central Province,RDHS Kandy,TH,Teaching Hospital,TH Peradeniya,Line Ministry,
165,MOH2026-0167,167,Central Province,RDHS Kandy,TH,Teaching Hospital,TH SBSCH Peradeniya,Line Ministry,
166,MOH2026-0168,168,Central Province,RDHS Kandy,DGH,District General Hospital,DGH Nawalapitiya,Line Ministry,
167,MOH2026-0169,169,Central Province,RDHS Kandy,Special,Other Specialized Hospital,Rehabilitation Hospital Digana,Provincial Ministry,
168,MOH2026-0170,170,Central Province,RDHS Kandy,Special,Other Specialized Hospital,Mental Health Rehabilitation Hospital Sisila Deltota,Provincial Ministry,
169,MOH2026-0171,171,Central Province,RDHS Kandy,Special,Other Specialized Hospital,Alcohol Rehabilitation Hospital Mampitiya,Provincial Ministry,
170,MOH2026-0172,172,Central Province,RDHS Kandy,BHA,Base Hospital Type - A,BHA Gampola,Line Ministry,
171,MOH2026-0173,173,Central Province,RDHS Kandy,BHB,Base Hospital Type - B,BHB Teldeniya,Provincial Ministry,
172,MOH2026-0174,174,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Akurana,Provincial Ministry,
173,MOH2026-0175,175,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Ankumbura,Provincial Ministry,
174,MOH2026-0176,176,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Deltota,Provincial Ministry,
175,MOH2026-0177,177,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Dolosbage,Provincial Ministry,
176,MOH2026-0178,178,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Galagedara,Provincial Ministry,
177,MOH2026-0179,179,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Hasalaka,Provincial Ministry,
178,MOH2026-0180,180,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Kadugannawa,Provincial Ministry,
179,MOH2026-0181,181,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Katugastota,Provincial Ministry,
180,MOH2026-0182,182,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Madolkale,Provincial Ministry,
181,MOH2026-0183,183,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Mampitiya,Provincial Ministry,
182,MOH2026-0184,184,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Marassana,Provincial Ministry,
183,MOH2026-0185,185,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Menikhinna,Provincial Ministry,
184,MOH2026-0186,186,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Pussellawa,Provincial Ministry,
185,MOH2026-0187,187,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Thiththapajjala,Provincial Ministry,
186,MOH2026-0188,188,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Ududumbara,Provincial Ministry,
187,MOH2026-0189,189,Central Province,RDHS Kandy,DHA,Divisional Hospital Type - A,DHA Wattegama,Provincial Ministry,
188,MOH2026-0190,190,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Ambagahapallessa,Provincial Ministry,
189,MOH2026-0191,191,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Bambaradeniya,Provincial Ministry,
190,MOH2026-0192,192,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Bokkawala,Provincial Ministry,
191,MOH2026-0193,193,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Galaha,Provincial Ministry,
192,MOH2026-0194,194,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Galapihilla,Provincial Ministry,
193,MOH2026-0195,195,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Gelioya,Provincial Ministry,
194,MOH2026-0196,196,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Hatharaliyadda,Provincial Ministry,
195,MOH2026-0197,197,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Jambugahapitiya,Provincial Ministry,
196,MOH2026-0198,198,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Kolongoda,Provincial Ministry,
197,MOH2026-0199,199,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Kotaligoda,Provincial Ministry,
198,MOH2026-0200,200,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Kurunduwatte,Provincial Ministry,
199,MOH2026-0201,201,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Medamahanuwara,Provincial Ministry,
200,MOH2026-0202,202,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Medawala,Provincial Ministry,
201,MOH2026-0203,203,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Morahena,Provincial Ministry,
202,MOH2026-0204,204,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Morayaya Minipe,Provincial Ministry,
203,MOH2026-0205,205,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Pamunuwa,Provincial Ministry,
204,MOH2026-0206,206,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Panvilathenna,Provincial Ministry,
205,MOH2026-0207,207,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Sangarajapura,Provincial Ministry,
206,MOH2026-0208,208,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Thalathuoya,Provincial Ministry,
207,MOH2026-0209,209,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Uduwela,Provincial Ministry,
208,MOH2026-0210,210,Central Province,RDHS Kandy,DHB,Divisional Hospital Type - B,DHB Yakgahapitiya,Provincial Ministry,
209,MOH2026-0211,211,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,DHC Batumulla,Provincial Ministry,
210,MOH2026-0212,212,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,DHC Dunhinna,Provincial Ministry,
211,MOH2026-0213,213,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,DHC Kahawatta,Provincial Ministry,
212,MOH2026-0214,214,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,DHC Muruthalawa,Provincial Ministry,
213,MOH2026-0215,215,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,DHC Narampanawa,Provincial Ministry,
